date,value
2010-08-17,0.24989144273451883
2010-08-18,0.22704229505863568
2010-08-19,0.2115375458874422
2010-08-20,0.19660391481957828
2010-08-21,0.20664001534340465
2010-08-22,0.20010521665394665
2010-08-23,0.18705206648350167
2010-08-24,0.18757457612238776
2010-08-25,0.1845212598617826
2010-08-26,0.17482625074323158
2010-08-27,0.1859386928419872
2010-08-28,0.18051927470433055
2010-08-29,0.17250259705368057
2010-08-30,0.1844524261896618
2010-08-31,0.11703764607980569
2010-09-01,0.14568291113821713
2010-09-02,0.16381547131462385
2010-09-03,0.12867432029111286
2010-09-04,0.14700489015564575
2010-09-05,0.13905004573709334
2010-09-06,0.13843506237430528
2010-09-07,0.13312424113835772
2010-09-08,0.12949222244688446
2010-09-09,0.1305148150007761
2010-09-10,0.12876328451571278
2010-09-11,0.1641764526719941
2010-09-12,0.13501891339991218
2010-09-13,0.14401330828463468
2010-09-14,0.14103593685979607
2010-09-15,0.11880520865882295
2010-09-16,0.13947419759708699
2010-09-17,0.11116069209476881
2010-09-18,0.12540744005603582
2010-09-19,0.14853760124030693
2010-09-20,0.14007892852758616
2010-09-21,0.14723878217210715
2010-09-22,0.1363207638182037
2010-09-23,0.13961938106741775
2010-09-24,0.13983152967043896
2010-09-25,0.1367642742547875
2010-09-26,0.13613144338065597
2010-09-27,0.13777869440652663
2010-09-28,0.13115633745795982
2010-09-29,0.130854008982628
2010-09-30,0.13057572003029785
2010-10-01,0.13030108079382594
2010-10-02,0.11806953718071471
2010-10-03,0.11314827453798999
2010-10-04,0.11645441887590618
2010-10-05,0.11682194817178698
2010-10-06,0.13599887106058126
2010-10-07,0.1881823977482619
2010-10-08,0.3496429360668461
2010-10-09,0.4059410303297561
2010-10-10,0.4219589125114851
2010-10-11,0.4055491768148433
2010-10-12,0.40348378491661646
2010-10-13,0.4564433658741278
2010-10-14,0.43865796707853655
2010-10-15,0.4484500299697865
2010-10-16,0.4230027270808911
2010-10-17,0.42697407744632726
2010-10-18,0.4271877290953015
2010-10-19,0.3975473272244699
2010-10-20,0.4043420598691741
2010-10-21,0.4423216571311633
2010-10-22,0.4170689034474923
2010-10-23,0.4267869470845239
2010-10-24,0.4740336953367451
2010-10-25,0.5607056835878333
2010-10-26,0.5899886779078075
2010-10-27,0.6617536170448207
2010-10-28,0.6232447525856157
2010-10-29,0.653023527679732
2010-10-30,0.6626083299120157
2010-10-31,0.6495191250835974
2010-11-01,0.6509100571985994
2010-11-02,0.646030540284752
2010-11-03,0.642157497332977
2010-11-04,0.6866142947898931
2010-11-05,0.7181111174656849
2010-11-06,0.8007862226376681
2010-11-07,0.7607007347285171
2010-11-08,0.6573905202749519
2010-11-09,0.6143549164547181
2010-11-10,0.6334249493193171
2010-11-11,0.6211029161339826
2010-11-12,0.6830719217089881
2010-11-13,0.688628168585525
2010-11-14,0.6886241789227548
2010-11-15,0.6686208684004674
2010-11-16,0.6033364909531818
2010-11-17,0.6291486576471647
2010-11-18,0.6638694914431668
2010-11-19,0.6720029817589989
2010-11-20,0.6746388102093478
2010-11-21,0.665928071374901
2010-11-22,0.6738595262566979
2010-11-23,0.6695115760717579
2010-11-24,0.6671962669612875
2010-11-25,0.6607741200071708
2010-11-26,0.6625839139838929
2010-11-27,0.6591626535257934
2010-11-28,0.6431793542437629
2010-11-29,0.5796017611150738
2010-11-30,0.5336898034643088
2010-12-01,0.5729775485348378
2010-12-02,0.6145905456236816
2010-12-03,0.6072578952941167
2010-12-04,0.5193440077759731
2010-12-05,0.5124963943324289
2010-12-06,0.5098198384490509
2010-12-07,0.5677919342433673
2010-12-08,0.5758148717132237
2010-12-09,0.49278262117473376
2010-12-10,0.501690968314573
2010-12-11,0.5527520190532377
2010-12-12,0.5351118142055876
2010-12-13,0.5487702918291533
2010-12-14,0.5822467668532947
2010-12-15,0.56803116279429
2010-12-16,0.5837125231432795
2010-12-17,0.5701713439187027
2010-12-18,0.565792234940297
2010-12-19,0.5632477279701436
2010-12-20,0.604056884270358
2010-12-21,0.5567947465586341
2010-12-22,0.5709524010101804
2010-12-23,0.5697632764346071
2010-12-24,0.5654839347577094
2010-12-25,0.5672584285794962
2010-12-26,0.5905577514827844
2010-12-27,0.5888851088754076
2010-12-28,0.61089739646516
2010-12-29,0.630425194966582
2010-12-30,0.6286428708361903
2010-12-31,0.6273041207869787
2011-01-01,0.625978494339628
2011-01-02,0.6236808764973012
2011-01-03,0.6156893650407492
2011-01-04,0.6197120873268961
2011-01-05,0.6183226462651336
2011-01-06,0.6159749104018419
2011-01-07,0.640607190493846
2011-01-08,0.6418903863850424
2011-01-09,0.6405025424897411
2011-01-10,0.6403241179005099
2011-01-11,0.6336971761722987
2011-01-12,0.6234917709896353
2011-01-13,0.6178918941035064
2011-01-14,0.6927212975705888
2011-01-15,0.6798804154175375
2011-01-16,0.6772458659291022
2011-01-17,0.6404181046087707
2011-01-18,0.5975101323219435
2011-01-19,0.5939054015538273
2011-01-20,0.6714322094840359
2011-01-21,0.69222492357065
2011-01-22,0.7033975455649664
2011-01-23,0.7002815143615767
2011-01-24,0.6811536221178206
2011-01-25,0.6716322568496023
2011-01-26,0.6715283366452997
2011-01-27,0.6378727941851262
2011-01-28,0.654460825087622
2011-01-29,0.6462849148872447
2011-01-30,0.6725680954537695
2011-01-31,0.69642095976021
2011-02-01,0.7672175003272494
2011-02-02,0.7644892914490367
2011-02-03,0.7513776542394851
2011-02-04,0.7835609942760476
2011-02-05,0.8027719351633824
2011-02-06,0.7940414033829271
2011-02-07,0.7823161928288918
