date,value
2024-10-14T00:00,12.72
2024-10-14T08:00,13.53
2024-10-14T16:00,14.58
2024-10-15T00:00,13.86
2024-10-15T08:00,11.62
2024-10-15T16:00,2.67
2024-10-16T00:00,-5.96
2024-10-16T08:00,11.98
2024-10-16T16:00,12.3
2024-10-17T00:00,11.85
2024-10-17T08:00,5.57
2024-10-17T16:00,-1.11
2024-10-18T00:00,9.28
2024-10-18T08:00,10.99
2024-10-18T16:00,11.5
2024-10-19T00:00,13.2
2024-10-19T08:00,12.08
2024-10-19T16:00,12.41
2024-10-20T00:00,12.19
2024-10-20T08:00,12.68
2024-10-20T16:00,15.03
2024-10-21T00:00,17.7
2024-10-21T08:00,16.61
2024-10-21T16:00,14.09
2024-10-22T00:00,13.37
2024-10-22T08:00,12.91
2024-10-22T16:00,12.73
2024-10-23T00:00,13.55
2024-10-23T08:00,12.0
2024-10-23T16:00,11.91
2024-10-24T00:00,11.27
2024-10-24T08:00,12.09
2024-10-24T16:00,12.9
2024-10-25T00:00,10.79
2024-10-25T08:00,13.09
2024-10-25T16:00,10.68
2024-10-26T00:00,11.08
2024-10-26T08:00,-9.14
2024-10-26T16:00,9.44
2024-10-27T00:00,8.96
2024-10-27T08:00,9.17
2024-10-27T16:00,11.28
2024-10-28T00:00,11.15
2024-10-28T08:00,11.38
2024-10-28T16:00,11.94
2024-10-29T00:00,12.77
2024-10-29T08:00,11.32
2024-10-29T16:00,13.12
2024-10-30T00:00,16.06
2024-10-30T08:00,13.22
2024-10-30T16:00,14.26
2024-10-31T00:00,11.81
2024-10-31T08:00,10.94
2024-10-31T16:00,10.25
2024-11-01T00:00,10.53
2024-11-01T08:00,10.45
2024-11-01T16:00,11.86
2024-11-02T00:00,11.39
2024-11-02T08:00,4.65
2024-11-02T16:00,6.52
2024-11-03T00:00,-2.27
2024-11-03T08:00,11.11
2024-11-03T16:00,1.54
2024-11-04T00:00,10.69
2024-11-04T08:00,11.31
2024-11-04T16:00,10.9
2024-11-05T00:00,9.63
2024-11-05T08:00,11.71
2024-11-05T16:00,14.44
2024-11-06T00:00,17.79
2024-11-06T08:00,15.75
2024-11-06T16:00,14.06
2024-11-07T00:00,14.07
2024-11-07T08:00,14.01
2024-11-07T16:00,13.95
2024-11-08T00:00,13.78
2024-11-08T08:00,12.59
2024-11-08T16:00,12.89
2024-11-09T00:00,14.33
2024-11-09T08:00,12.82
2024-11-09T16:00,15.72
2024-11-10T00:00,17.44
2024-11-10T08:00,35.58
2024-11-10T16:00,16.31
2024-11-11T00:00,18.86
2024-11-11T08:00,15.83
2024-11-11T16:00,22.99
2024-11-12T00:00,54.53
2024-11-12T08:00,39.71
2024-11-12T16:00,11.66
2024-11-13T00:00,13.53
2024-11-13T08:00,11.72
2024-11-13T16:00,10.11
2024-11-14T00:00,11.61
2024-11-14T08:00,9.13
2024-11-14T16:00,9.92
2024-11-15T00:00,2.33
2024-11-15T08:00,-20.32
2024-11-15T16:00,-1.94
2024-11-16T00:00,-12.83
2024-11-16T08:00,11.17
2024-11-16T16:00,6.76
2024-11-17T00:00,7.77
2024-11-17T08:00,13.63
2024-11-17T16:00,12.45
2024-11-18T00:00,14.03
2024-11-18T08:00,17.73
2024-11-18T16:00,5.7
2024-11-19T00:00,2.64
2024-11-19T08:00,14.36
2024-11-19T16:00,15.49
2024-11-20T00:00,19.0
2024-11-20T08:00,16.48
2024-11-20T16:00,15.3
2024-11-21T00:00,6.8
2024-11-21T08:00,11.23
2024-11-21T16:00,12.05
2024-11-22T00:00,18.69
2024-11-22T08:00,27.48
2024-11-22T16:00,27.39
2024-11-23T00:00,22.63
2024-11-23T08:00,32.15
2024-11-23T16:00,17.96
2024-11-24T00:00,22.11
2024-11-24T08:00,50.54
2024-11-24T16:00,14.53
2024-11-25T00:00,17.29
2024-11-25T08:00,31.07
2024-11-25T16:00,35.97
2024-11-26T00:00,32.68
2024-11-26T08:00,19.86
2024-11-26T16:00,22.37
2024-11-27T00:00,17.86
2024-11-27T08:00,14.75
2024-11-27T16:00,45.58
2024-11-28T00:00,37.16
2024-11-28T08:00,30.56
2024-11-28T16:00,54.52
2024-11-29T00:00,47.52
2024-11-29T08:00,34.21
2024-11-29T16:00,64.81
2024-11-30T00:00,57.71
2024-11-30T08:00,36.75
2024-11-30T16:00,34.89
2024-12-01T00:00,18.61
2024-12-01T08:00,44.18
2024-12-01T16:00,33.53
2024-12-02T00:00,58.25
2024-12-02T08:00,31.22
2024-12-02T16:00,31.23
2024-12-03T00:00,71.27
2024-12-03T08:00,61.32
2024-12-03T16:00,56.71
2024-12-04T00:00,91.19
2024-12-04T08:00,124.55
2024-12-04T16:00,86.9
2024-12-05T00:00,125.37
2024-12-05T08:00,101.41
2024-12-05T16:00,82.76
2024-12-06T00:00,103.08
2024-12-06T08:00,67.23
2024-12-06T16:00,28.0
